Kolom1	Seed	Label	Search pattern	Search radius	Max_current	Upper current	Profile	Zwemvaardgheid	Windrichting	Windsnelheid	Uitruktijd	Stamina begin	Overgebleven conditie	Vind tijd	Locatie begin	Locatie eind	Gevonden	Actieduur			scenario	sec	min	scec		aandeel	
3800	60346	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4564	3878	343	(33, 6)	(38, 7)	True	73									
3811	60347	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3572	2572	500	(35, 9)	(40, 11)	True	230									
3822	60348	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2850	1858	496	(38, 10)	(43, 12)	True	226									
3833	60349	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5013	3957	528	(26, 14)	(31, 16)	True	258									
3844	60350	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5161	4445	358	(34, 7)	(39, 8)	True	88									
3855	60351	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2827	1833	497	(38, 8)	(43, 10)	True	227									
3866	60352	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2793	2147	323	(24, 5)	(29, 6)	True	53									
3877	60353	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3396	2316	540	(18, 11)	(23, 13)	True	270									
3888	60354	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4027	3047	490	(39, 10)	(44, 12)	True	220									
3899	60355	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3784	2722	531	(22, 12)	(27, 14)	True	261									
3910	60356	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3003	1949	527	(24, 8)	(29, 10)	True	257									
3921	60357	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4283	3297	493	(39, 13)	(44, 15)	True	223									
3932	60358	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3311	2277	517	(28, 8)	(33, 11)	True	247									
3943	60359	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4243	3249	497	(37, 9)	(42, 11)	True	227									
3954	60360	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3598	2532	533	(21, 11)	(26, 13)	True	263									
3965	60361	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3583	2477	553	(16, 8)	(21, 11)	True	283									
3976	60362	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2653	1589	532	(21, 10)	(26, 12)	True	262									
3987	60363	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2718	2036	341	(30, 7)	(35, 8)	True	71									
3998	60364	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3755	2635	560	(15, 13)	(20, 16)	True	290									
4009	60365	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3485	2415	535	(21, 13)	(26, 15)	True	265									
4020	60366	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5085	4099	493	(41, 8)	(46, 10)	True	223									
4031	60367	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3855	3229	313	(21, 5)	(26, 6)	True	43									
4042	60368	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3727	2687	520	(26, 11)	(31, 13)	True	250									
4053	60369	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2669	1623	523	(25, 9)	(30, 11)	True	253									
4064	60370	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2598	1544	527	(24, 12)	(29, 14)	True	257									
4075	60371	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3964	2960	502	(34, 9)	(39, 11)	True	232									
4086	60372	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3489	2397	546	(15, 10)	(20, 12)	True	276									
4097	60373	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4897	4233	332	(28, 7)	(33, 8)	True	62									
4108	60374	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5161	4133	514	(29, 11)	(34, 13)	True	244									
4119	60375	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5193	4173	510	(32, 10)	(37, 12)	True	240									
4130	60376	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2825	1771	527	(25, 12)	(30, 14)	True	257									
4141	60377	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4714	3692	511	(30, 11)	(35, 13)	True	241									
4152	60378	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5217	4515	351	(38, 5)	(43, 6)	True	81									
4163	60379	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4589	3977	306	(17, 5)	(22, 6)	True	36									
4174	60380	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5070	4444	313	(20, 6)	(25, 7)	True	43									
4185	60381	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5058	4382	338	(31, 7)	(36, 8)	True	68									
4196	60382	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2599	1541	529	(23, 9)	(28, 11)	True	259									
4207	60383	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3491	2797	347	(30, 6)	(35, 7)	True	77									
4218	60384	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4244	3236	504	(34, 13)	(39, 15)	True	234									
4229	60385	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3762	2694	534	(20, 10)	(25, 12)	True	264									
4240	60386	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3115	2419	348	(33, 7)	(38, 8)	True	78									
4251	60387	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3631	2995	318	(16, 5)	(21, 6)	True	48									
4262	60388	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4497	3457	520	(27, 9)	(32, 11)	True	250									
4273	60389	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3507	2841	333	(27, 7)	(32, 8)	True	63									
4284	60390	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3417	2319	549	(15, 14)	(20, 16)	True	279									
4295	60391	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4873	3905	484	(42, 12)	(47, 14)	True	214									
4306	60392	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5174	4106	534	(20, 10)	(25, 12)	True	264									
4317	60393	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3826	3154	336	(30, 6)	(35, 7)	True	66									
4328	60394	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2438	1390	524	(28, 14)	(33, 16)	True	254									
4339	60395	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3397	2379	509	(32, 9)	(37, 11)	True	239									
4350	60396	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3870	2796	537	(22, 14)	(27, 16)	True	267									
4361	60397	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3025	2423	301	(15, 6)	(20, 7)	True	31									
4372	60398	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3643	2927	358	(38, 7)	(43, 8)	True	88									
4383	60399	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3913	2823	545	(17, 13)	(22, 15)	True	275									
4394	60400	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4158	3070	544	(17, 12)	(22, 14)	True	274									
4405	60401	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4947	4321	313	(20, 6)	(25, 7)	True	43									
4416	60402	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3053	2013	520	(27, 12)	(32, 14)	True	250									
4427	60403	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4063	3071	496	(37, 9)	(42, 11)	True	226									
4438	60404	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5045	4395	325	(18, 6)	(23, 7)	True	55									
4449	60405	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3111	2121	495	(39, 13)	(44, 15)	True	225									
4460	60406	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4333	3251	541	(17, 10)	(22, 12)	True	271									
4471	60407	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4011	3283	364	(42, 6)	(47, 7)	True	94									
4482	60408	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4349	3627	361	(41, 5)	(46, 6)	True	91									
4493	60409	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4510	3824	343	(34, 5)	(39, 6)	True	73									
4504	60410	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4834	3798	518	(27, 10)	(32, 12)	True	248									
4515	60411	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4932	3908	512	(30, 11)	(35, 13)	True	242									
4526	60412	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4677	3683	497	(36, 10)	(41, 12)	True	227									
4537	60413	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3052	2064	494	(38, 9)	(43, 11)	True	224									
4548	60414	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3961	3269	346	(33, 7)	(38, 8)	True	76									
4559	60415	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3435	2423	506	(33, 9)	(38, 11)	True	236									
4570	60416	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4449	3469	490	(40, 13)	(45, 15)	True	220									
4581	60417	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2993	2255	369	(42, 7)	(47, 8)	True	99									
4592	60418	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4998	4004	497	(36, 10)	(41, 12)	True	227									
4603	60419	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2593	1589	502	(34, 9)	(39, 11)	True	232									
4614	60420	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5070	4430	320	(23, 5)	(28, 6)	True	50									
4625	60421	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5278	4542	368	(44, 5)	(49, 6)	True	98									
4636	60422	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2785	1735	525	(28, 10)	(33, 12)	True	255									
4647	60423	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3775	2695	540	(19, 13)	(24, 15)	True	270									
4658	60424	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2460	1458	501	(36, 14)	(41, 16)	True	231									
4669	60425	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2967	1979	494	(40, 14)	(45, 16)	True	224									
4680	60426	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3430	2338	546	(15, 10)	(20, 12)	True	276									
4691	60427	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3817	2785	516	(28, 11)	(33, 13)	True	246									
4702	60428	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3021	2001	510	(33, 13)	(38, 15)	True	240									
4713	60429	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5097	4475	311	(19, 6)	(24, 7)	True	41									
4724	60430	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3515	2545	485	(44, 9)	(49, 11)	True	215									
4735	60431	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3914	2836	539	(18, 11)	(23, 13)	True	269									
4746	60432	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4008	3332	338	(32, 5)	(37, 6)	True	68									
4757	60433	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5014	3912	551	(18, 12)	(23, 14)	True	281									
4768	60434	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3983	2887	548	(15, 9)	(20, 11)	True	278									
4779	60435	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4028	3022	503	(34, 12)	(39, 14)	True	233									
4790	60436	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5203	4527	338	(32, 5)	(37, 6)	True	68									
4801	60437	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2491	1779	356	(38, 6)	(43, 7)	True	86									
4812	60438	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2456	1770	343	(25, 6)	(30, 7)	True	73									
4823	60439	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3111	2423	344	(34, 6)	(39, 7)	True	74									
4834	60440	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4421	3325	548	(15, 9)	(20, 11)	True	278									
4845	60441	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3990	2906	542	(20, 13)	(25, 16)	True	272									
4856	60442	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4871	4183	344	(32, 6)	(37, 7)	True	74									
4867	60443	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4228	3606	311	(18, 7)	(23, 8)	True	41									
4878	60444	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4068	3342	363	(42, 6)	(47, 7)	True	93									
4889	60445	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2904	1906	499	(38, 14)	(43, 16)	True	229									
4900	60446	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5306	4274	516	(31, 14)	(36, 16)	True	246									
4911	60447	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3937	2883	527	(25, 13)	(30, 15)	True	257									
4922	60448	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3366	2352	507	(33, 13)	(38, 15)	True	237									
4933	60449	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2727	1687	520	(27, 9)	(32, 11)	True	250									
4944	60450	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4205	3189	508	(32, 11)	(37, 13)	True	238									
4955	60451	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4899	3931	484	(44, 9)	(49, 11)	True	214									
4966	60452	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2862	2176	343	(31, 7)	(36, 9)	True	73									
4977	60453	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3554	2548	503	(34, 12)	(39, 14)	True	233									
4988	60454	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2600	1544	528	(23, 9)	(28, 11)	True	258									
4999	60455	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4700	3710	495	(40, 14)	(45, 16)	True	225									
5010	60456	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4812	3750	531	(23, 13)	(28, 15)	True	261									
5021	60457	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4709	4107	301	(15, 7)	(20, 8)	True	31									
5032	60458	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3751	2715	518	(27, 11)	(32, 13)	True	248									
5043	60459	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4446	3734	356	(39, 5)	(44, 6)	True	86									
5054	60460	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3596	2598	499	(38, 9)	(43, 11)	True	229									
5065	60461	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3169	2535	317	(22, 5)	(27, 6)	True	47									
5076	60462	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4695	3607	544	(16, 11)	(21, 13)	True	274									
5087	60463	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4082	3110	486	(42, 10)	(47, 12)	True	216									
5098	60464	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4226	3138	544	(19, 8)	(24, 10)	True	274									
5109	60465	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5194	4532	331	(27, 7)	(32, 8)	True	61									
5120	60466	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2482	1518	482	(44, 8)	(49, 10)	True	212									
5131	60467	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3449	2821	314	(20, 7)	(25, 8)	True	44									
5142	60468	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3802	2788	507	(35, 11)	(40, 13)	True	237									
5153	60469	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2495	1853	321	(23, 6)	(28, 7)	True	51									
5164	60470	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4347	3717	315	(22, 5)	(27, 6)	True	45									
5175	60471	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4488	3462	513	(32, 13)	(37, 15)	True	243									
5186	60472	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4033	2941	546	(15, 11)	(20, 13)	True	276									
5197	60473	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3482	2804	339	(30, 6)	(35, 7)	True	69									
5208	60474	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5224	4254	485	(41, 10)	(46, 12)	True	215									
5219	60475	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4888	3900	494	(38, 12)	(43, 14)	True	224									
5230	60476	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3153	2411	371	(43, 6)	(48, 8)	True	101									
5241	60477	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3934	2856	539	(19, 12)	(24, 14)	True	269									
5252	60478	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4473	3435	519	(29, 14)	(34, 16)	True	249									
5263	60479	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2684	1646	519	(28, 11)	(33, 13)	True	249									
5274	60480	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4746	3660	543	(17, 12)	(22, 14)	True	273									
5285	60481	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3779	3177	301	(15, 5)	(20, 6)	True	31									
5296	60482	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2917	1843	537	(22, 13)	(27, 15)	True	267									
5307	60483	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3633	2555	539	(18, 11)	(23, 13)	True	269									
5318	60484	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4876	3824	526	(25, 13)	(30, 15)	True	256									
5329	60485	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2472	1730	371	(39, 5)	(44, 6)	True	101									
5340	60486	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3740	2768	486	(43, 13)	(48, 15)	True	216									
5351	60487	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3754	3016	369	(35, 6)	(40, 8)	True	99									
5362	60488	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4090	2962	564	(15, 12)	(20, 15)	True	294									
5373	60489	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2970	1904	533	(22, 13)	(27, 15)	True	263									
5384	60490	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4783	3719	532	(23, 8)	(28, 10)	True	262									
5395	60491	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4741	3665	538	(27, 11)	(32, 14)	True	268									
5406	60492	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2407	1705	351	(33, 7)	(38, 8)	True	81									
5417	60493	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4661	3655	503	(34, 12)	(39, 14)	True	233									
5428	60494	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4066	3044	511	(32, 14)	(37, 16)	True	241									
5439	60495	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2921	1895	513	(32, 14)	(37, 16)	True	243									
5450	60496	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3478	2400	539	(18, 10)	(23, 12)	True	269									
5461	60497	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2400	1312	544	(18, 9)	(23, 11)	True	274									
5472	60498	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4831	3805	513	(31, 12)	(36, 14)	True	243									
5483	60499	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3785	2707	539	(19, 13)	(24, 15)	True	269									
5494	60500	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3350	2646	352	(36, 5)	(41, 6)	True	82									
6	70001	Uitruktijd +10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5.5	3043	1851	596	(21, 10)	(27, 12)	True	266									
17	70002	Uitruktijd +10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5.5	4678	3578	550	(43, 14)	(49, 16)	True	220									
28	70003	Uitruktijd +10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5.5	4723	3983	370	(18, 5)	(24, 6)	True	40									
39	70004	Uitruktijd +10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5.5	2460	1362	549	(42, 12)	(48, 14)	True	219									
50	70005	Uitruktijd +10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5.5	5090	3896	597	(20, 11)	(27, 14)	True	267									
61	70006	Uitruktijd +10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5.5	3355	2169	593	(27, 7)	(33, 10)	True	263									
72	70007	Uitruktijd +10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5.5	5155	3907	624	(16, 13)	(22, 15)	True	294									
83	70008	Uitruktijd +10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5.5	3209	2117	546	(43, 12)	(49, 14)	True	216									
94	70009	Uitruktijd +10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5.5	4877	3775	551	(42, 8)	(48, 10)	True	221									
105	70010	Uitruktijd +10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5.5	4565	3789	388	(26, 5)	(32, 6)	True	58									
116	70011	Uitruktijd +10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5.5	5155	4057	549	(41, 11)	(47, 13)	True	219									
127	70012	Uitruktijd +10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5.5	3639	2435	602	(19, 9)	(25, 11)	True	272									
138	70013	Uitruktijd +10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5.5	2622	1782	420	(39, 5)	(45, 7)	True	90									
149	70014	Uitruktijd +10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5.5	2853	1701	576	(31, 9)	(37, 12)	True	246									
160	70015	Uitruktijd +10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5.5	3869	3137	366	(17, 5)	(23, 6)	True	36									
171	70016	Uitruktijd +10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5.5	4676	3500	588	(27, 14)	(33, 16)	True	258									
182	70017	Uitruktijd +10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5.5	3507	2327	590	(26, 8)	(32, 10)	True	260									
193	70018	Uitruktijd +10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5.5	3490	2330	580	(28, 12)	(34, 14)	True	250									
204	70019	Uitruktijd +10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5.5	2777	1663	557	(37, 9)	(44, 11)	True	227									
215	70020	Uitruktijd +10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5.5	4126	3324	401	(23, 7)	(29, 9)	True	71									
226	70021	Uitruktijd +10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5.5	3380	2208	586	(27, 12)	(33, 14)	True	256									
237	70022	Uitruktijd +10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5.5	3565	2437	564	(36, 8)	(42, 10)	True	234									
248	70023	Uitruktijd +10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5.5	4254	3130	562	(38, 14)	(44, 16)	True	232									
259	70024	Uitruktijd +10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5.5	2488	1296	596	(23, 10)	(30, 12)	True	266									
270	70025	Uitruktijd +10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	5.5	2798	1698	550	(41, 12)	(47, 14)	True	220									
